Obj_Value,CPLEX,GuRoBi,FICO,Mosek
5501.845888286756,0.04699993133544922,0.06601524353027344,0.06699991226196289,0.016
987224.1924090902,0.06400012969970703,0.04200935363769531,0.04399991035461426,0.078
225494.9631623802,0.0010001659393310547,0.00099945068359375,0.0029997825622558594,0.0
-464.7531428571428,0.0,0.0,0.0009999275207519531,0.0
-3.59917672865765e7,0.0009999275207519531,0.0010013580322265625,0.002000093460083008,0.016
-2.0239252355977096e7,0.0019998550415039062,0.002002716064453125,0.002000093460083008,0.015
1.031211593508923e7,0.002000093460083008,0.0030002593994140625,0.003000020980834961,0.016
-158.62801845012143,0.004000186920166016,0.0039997100830078125,0.003999948501586914,0.0
33592.4858072,0.0009999275207519531,0.0009975433349609375,0.002000093460083008,0.0
1977.629561522887,0.012000083923339844,0.015003204345703125,0.01399993896484375,0.016
1811.2365403585452,0.02500009536743164,0.022006988525390625,0.024000167846679688,0.062
-335.21356750712647,0.004000186920166016,0.003002166748046875,0.005000114440917969,0.015
-315.01872801520295,0.0009999275207519531,0.00099945068359375,0.0019998550415039062,0.016
1373.0803942084922,0.0009999275207519531,0.00099945068359375,0.002000093460083008,0.0
1518.5098964881286,0.002000093460083008,0.0030002593994140625,0.003000020980834961,0.015
2690.0129137681574,0.002000093460083008,0.002002716064453125,0.002000093460083008,0.0
2.359540706097161e7,0.031000137329101562,0.04100990295410156,0.0409998893737793,0.031
2.3129639886832364e7,0.3939998149871826,0.3560771942138672,0.5789999961853027,0.36
2.5275116140880216e7,0.03399991989135742,0.03000640869140625,0.03500008583068848,0.031
2.4454969764549248e7,0.29200005531311035,0.27106285095214844,0.24499988555908203,0.25
-5.226393024894102,0.007999897003173828,0.012002944946289062,0.020000219345092773,0.032
2.1851966988565773e6,0.014000177383422852,0.0060024261474609375,0.009999990463256836,0.015
122784.21081418952,0.10500001907348633,0.10502243041992188,0.2999999523162842,0.109
315.4916666666667,0.04500007629394531,0.05500984191894531,0.04199981689453125,0.047
-1435.1779999999999,0.006999969482421875,0.009000778198242188,0.007999897003173828,0.0
-987.2940000000001,0.05900001525878906,0.07601547241210938,0.07399988174438477,0.063
-755.7152321342821,0.006000041961669922,0.0039997100830078125,0.004999876022338867,0.016
555679.5648174958,0.003000020980834961,0.0049991607666015625,0.003999948501586914,0.016
172791.06559561158,0.0019998550415039062,0.0030002593994140625,0.003000020980834961,0.015
-9146.378092420931,0.003999948501586914,0.0039997100830078125,0.005000114440917969,0.015
9146.378092420926,0.013000011444091797,0.01900482177734375,0.023999929428100586,0.063
-68464.29329383202,0.07899999618530273,0.06001091003417969,0.1679999828338623,0.062
68464.29329383202,0.11699986457824707,0.08001708984375,0.9010000228881836,0.047
-109585.73612927833,0.003000020980834961,0.0049991607666015625,0.005000114440917969,0.016
-7.255524812984596e7,0.07899999618530273,0.07301521301269531,0.06999993324279785,0.078
-4.302260261206588e6,0.0690000057220459,0.06401443481445312,0.11500000953674316,0.047
-896644.8218630459,0.002000093460083008,0.003002166748046875,0.002000093460083008,0.015
-1749.9001299062056,0.0009999275207519531,0.00099945068359375,0.0009999275207519531,0.0
-6.79520443381687e8,0.009999990463256836,0.0070018768310546875,0.010999917984008789,0.016
-6.972382262519973e9,0.07200002670288086,0.07601547241210938,0.07899999618530273,0.079
-1.025739478948243e10,0.2569999694824219,0.24305343627929688,0.3020000457763672,0.266
-5.2217025287396545e10,1.628000020980835,1.6893768310546875,1.503000020980835,1.547
-25.26470606187999,0.0009999275207519531,0.0019989013671875,0.0009999275207519531,0.0
-58063.74370112765,0.01399993896484375,0.013002395629882812,0.014999866485595703,0.016
1.4971851664796409e6,0.22799992561340332,0.17403602600097656,0.3340001106262207,0.25
320.6197290631462,0.003000020980834961,0.004001617431640625,0.009000062942504883,0.032
1.407603648756277e7,0.06200003623962402,0.030004501342773438,0.032000064849853516,0.031
535722.517299351,0.05299997329711914,0.06801414489746094,0.03800010681152344,0.062
1.1064628447362552e6,0.12400007247924805,0.1540355682373047,0.09299993515014648,0.172
2.1421398732097563e6,0.33500003814697266,0.33907508850097656,0.3100001811981201,0.5
4.044072503157428e6,0.8220000267028809,0.8031787872314453,0.9340000152587891,1.39
2.885786201e10,0.012000083923339844,0.01200103759765625,0.01399993896484375,0.016
2.77610376e10,0.07199978828430176,0.09102058410644531,0.07299995422363281,0.156
2.6727094976e10,0.20399999618530273,0.20904541015625,0.14999985694885254,0.313
2.382165864e10,1.0899999141693115,1.2722854614257812,0.503000020980835,1.359
-9380.755278235192,0.029000043869018555,0.03200531005859375,0.03900003433227539,0.016
-557.4897292846957,0.22600007057189941,0.1390228271484375,0.37800002098083496,0.172
-6113.136465584426,0.04399991035461426,0.07001686096191406,0.05299997329711914,0.047
-2.72010753905616e6,0.13000011444091797,0.07401466369628906,0.07899999618530273,0.063
-2581.139261265782,0.014999866485595703,0.017004013061523438,0.015000104904174805,0.016
301.7103473331126,0.47699999809265137,0.30606842041015625,1.3720002174377441,0.422
-4497.276188218871,0.03900003433227539,0.04001045227050781,0.03899979591369629,0.047
203.4999999999999,0.013000011444091797,0.01800537109375,0.017000198364257812,0.047
522.8943505590764,0.29600000381469727,0.4190940856933594,0.5699999332427979,0.688
1040.9940409584926,1.6309998035430908,1.267282485961914,5.293999910354614,5.922
-266.61599999999993,0.0009999275207519531,0.0,0.0009999275207519531,0.0
-52.20206121170721,0.0010001659393310547,0.0010013580322265625,0.0009999275207519531,0.015
-52.20206121170724,0.0009999275207519531,0.0020008087158203125,0.0009999275207519531,0.0
-64.57507705856449,0.0,0.0,0.0010001659393310547,0.0
-70.0,0.0,0.0010013580322265625,0.0010001659393310547,0.0
-1.4753433060768526e7,0.003000020980834961,0.0030002593994140625,0.002000093460083008,0.0
-2.3313898243309837e6,0.0010001659393310547,0.00099945068359375,0.0009999275207519531,0.0
18416.75902834894,0.003000020980834961,0.0039997100830078125,0.003999948501586914,0.016
36660.26156499881,0.00800013542175293,0.007999420166015625,0.007999897003173828,0.016
54901.25454975146,0.012999773025512695,0.014003753662109375,0.01399993896484375,0.016
1878.1248227381068,0.0010001659393310547,0.00099945068359375,0.002000093460083008,0.0
904.2969538007915,0.003000020980834961,0.0040035247802734375,0.003999948501586914,0.0
8.666666674333365,0.002000093460083008,0.0019969940185546875,0.0019998550415039062,0.0
50.500000078262374,0.004000186920166016,0.0039997100830078125,0.004999876022338867,0.015
904.9999999254644,0.014999866485595703,0.01900482177734375,0.03399991989135742,0.016
1412.25,0.0009999275207519531,0.002002716064453125,0.0019998550415039062,0.0
1724.807142857143,0.003999948501586914,0.005001068115234375,0.009000062942504883,0.016
1424.0,0.005000114440917969,0.0070018768310546875,0.01100015640258789,0.015
15711.599999999999,0.0009999275207519531,0.00099945068359375,0.002000093460083008,0.0
-76589.31857918567,0.0010001659393310547,0.0020008087158203125,0.002000093460083008,0.0
-415.73224074141893,0.0009999275207519531,0.00099945068359375,0.002000093460083008,0.0
1.208825346e9,0.003000020980834961,0.003002166748046875,0.003000020980834961,0.0
1.793324537970356e6,0.003000020980834961,0.0050029754638671875,0.006000041961669922,0.016
1.7987147004453922e6,0.003000020980834961,0.0020008087158203125,0.003000020980834961,0.016
1.9090552113891314e6,0.009999990463256836,0.0060024261474609375,0.01100015640258789,0.0
1.92009821053462e6,0.003000020980834961,0.003002166748046875,0.0029997825622558594,0.0
1.4701879193292651e6,0.012000083923339844,0.009000778198242188,0.012000083923339844,0.015
1.4892361344061291e6,0.003999948501586914,0.0050029754638671875,0.007999897003173828,0.0
-251.26695119296244,0.003999948501586914,0.009002685546875,0.009000062942504883,0.0
1257.6995000000002,0.0010001659393310547,0.0020008087158203125,0.002000093460083008,0.015
