Problem,Status,Obj_Value,Iterations,Solver_Time,Julia_Time
chromaticindex1024-7.mps,Optimal,3.0000000000000004,9,10.634999990463257,15.58441
chromaticindex1024-7.mps,Optimal,3.0000000000000004,9,10.850000143051147,11.3609489
cont1.mps,Optimal,0.008782486003729948,16,9.17199993133545,10.1325718
cont11.mps,Optimal,61.03241215615333,16,9.183000087738037,9.6489185
datt256_lp.mps,Optimal,256.00000000000017,8,167.135999917984,168.5591144
ex10.mps,Optimal,100.00000000000016,8,33.579999923706055,33.8154274
fhnw-binschedule0_lp.mps,Optimal,12632.888779144629,23,6.044999837875366,8.1067108
fome13.mps,Optimal,9.013116837337153e7,20,2.235999822616577,2.8055318
graph40-40_lp.mps,Optimal,-300.0,8,38.717000007629395,39.7538462
irish-electricity.mps,Optimal,2.546254563315801e6,34,2.864000082015991,3.1949754
L1_sixm1000obs.mps,Optimal,17199.149250550912,23,121.28900003433228,142.2355323
L1_sixm250obs.mps,Optimal,4629.462794758172,18,3.1480000019073486,7.6796937
Linf_520c.mps,Optimal,0.19886846999999996,23,13.364000082015991,13.6801052
neos-3025225_lp.mps,Optimal,0.052574052028548895,22,36.48299980163574,37.9523295
neos-5052403-cygnet.mps,Optimal,179.50037100659043,14,14.168999910354614,14.7793419
neos-5251015_lp.mps,Optimal,0.1058,7,3.6649999618530273,4.3402854
neos.mps,Optimal,2.2542549220475328e8,38,10.756999969482422,11.4855956
neos3.mps,Optimal,27777.777777777785,8,24.62000012397766,25.2645907
ns1687037.mps,Optimal,3.6363129402233145,44,44.16100001335144,44.5697595
ns1688926.mps,Optimal,262.13582348702994,45,25.674000024795532,25.9004594
nug08-3rd.mps,Optimal,213.99999999923705,8,29.871999979019165,29.9433097
pds-100.mps,Optimal,1.0928229968000002e10,38,55.16900014877319,57.928587
physiciansched3-3.mps,Optimal,2.432694766158785e6,20,21.60599994659424,22.0979502
qap15.mps,Optimal,1040.9940409643993,13,1.9179999828338623,2.2333433
rail4284.mps,Optimal,1054.0544912748421,31,33.35700011253357,40.2205673
rmine15_lp.mps,Optimal,-5042.482962975562,23,65.51099991798401,66.010457
s100.mps,Optimal,-0.17109675893254564,35,13.682999849319458,15.79937
s250r10.mps,Optimal,-0.1726770419054807,43,7.96399998664856,9.4590855
s82_lp.mps,Optimal,-34.40230716701095,77,194.00099992752075,205.4303628
savsched1.mps,Optimal,217.40357142855646,13,133.70600008964539,135.8235553
scpm1_lp.mps,Optimal,413.7820860162403,18,41.14200019836426,45.3486611
self.mps,Optimal,0.0,13,4.781999826431274,4.9641679
square41.mps,Optimal,8.839612486545196,16,2.7660000324249268,4.73425
stat96v1.mps,Optimal,1.9637776958814688,132,27.76200008392334,28.471492
stormG2_1000.mps,Optimal,1.5802591120877534e7,45,24.83299994468689,32.398387
supportcase10.mps,Optimal,3.383923666138004,17,9.56000018119812,9.7217495
